/opt/anaconda3/envs/digress/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:232: UserWarning: The epoch parameter in `scheduler.step()` was not necessary and is being deprecated where possible. Please use `scheduler.step()` to step the scheduler. During the deprecation, if epoch is different from None, the closed form is used instead of the new chainable form, where available. Please open an issue if you are unable to replicate your use case: https://github.com/pytorch/pytorch/issues/new/choose.
  warnings.warn(EPOCH_DEPRECATION_WARNING, UserWarning)
Epoch 1/100, Loss: 0.2508040275424719
Epoch 2/100, Loss: 0.21419025119394064
Epoch 3/100, Loss: 0.2021702527999878
Epoch 4/100, Loss: 0.17373974062502384
Epoch 5/100, Loss: 0.14358062576502562
Epoch 6/100, Loss: 0.10735163372009993
Epoch 7/100, Loss: 0.07808184437453747
Epoch 8/100, Loss: 0.06704437476582825
Epoch 9/100, Loss: 0.05853075790219009
Epoch 10/100, Loss: 0.052772261435166
Epoch 11/100, Loss: 0.04906175401993096
Epoch 12/100, Loss: 0.04837416275404394
Epoch 13/100, Loss: 0.046997862868011
Epoch 14/100, Loss: 0.045759086264297366
Epoch 15/100, Loss: 0.046289419988170266
Epoch 16/100, Loss: 0.044887581607326865
Epoch 17/100, Loss: 0.04352990607731044
Epoch 18/100, Loss: 0.044523701537400484
Epoch 19/100, Loss: 0.04246552265249193
Epoch 20/100, Loss: 0.04318375769071281
Epoch 21/100, Loss: 0.04298462765291333
Epoch 22/100, Loss: 0.04193600150756538
Epoch 23/100, Loss: 0.042858807137236
Epoch 24/100, Loss: 0.04152036109007895
Epoch 25/100, Loss: 0.04229395813308656
Epoch 26/100, Loss: 0.04300262266770005
Epoch 27/100, Loss: 0.041557766031473875
Epoch 28/100, Loss: 0.04258157801814377
Epoch 29/100, Loss: 0.042284636525437236
Epoch 30/100, Loss: 0.04085372551344335
Epoch 31/100, Loss: 0.041586702689528465
Epoch 32/100, Loss: 0.040951103903353214
Epoch 33/100, Loss: 0.04065267345868051
Epoch 34/100, Loss: 0.0396261231508106
Epoch 35/100, Loss: 0.04031885555014014
Epoch 36/100, Loss: 0.04141813493333757
Epoch 37/100, Loss: 0.04086477612145245
Epoch 38/100, Loss: 0.04002465517260134
Epoch 39/100, Loss: 0.04104126221500337
Epoch 40/100, Loss: 0.039611349580809474
Epoch 41/100, Loss: 0.04000468039885163
Epoch 42/100, Loss: 0.03921463340520859
Epoch 43/100, Loss: 0.04045338602736592
Epoch 44/100, Loss: 0.039591550594195724
Epoch 45/100, Loss: 0.04109789547510445
Epoch 46/100, Loss: 0.04098839219659567
Epoch 47/100, Loss: 0.039472096133977175
Epoch 48/100, Loss: 0.04059609305113554
Epoch 49/100, Loss: 0.04100439418107271
Epoch 50/100, Loss: 0.04020678182132542
Epoch 51/100, Loss: 0.04015488433651626
Epoch 52/100, Loss: 0.04085572715848684
Epoch 53/100, Loss: 0.040564161725342274
Epoch 54/100, Loss: 0.041184468660503626
Epoch 55/100, Loss: 0.04043281055055559
Epoch 56/100, Loss: 0.04083016817457974
Epoch 57/100, Loss: 0.040794457076117396
Epoch 58/100, Loss: 0.04030926921404898
Epoch 59/100, Loss: 0.03886196878738701
Epoch 60/100, Loss: 0.03981308243237436
Epoch 61/100, Loss: 0.040120681980624795
Epoch 62/100, Loss: 0.03905964083969593
Epoch 63/100, Loss: 0.04014398972503841
Epoch 64/100, Loss: 0.040655029239133
Epoch 65/100, Loss: 0.03975391248241067
Epoch 66/100, Loss: 0.03920545754954219
Epoch 67/100, Loss: 0.03967003803700209
Epoch 68/100, Loss: 0.04025531164370477
Epoch 69/100, Loss: 0.039273849688470364
Epoch 70/100, Loss: 0.040128720458596945
Epoch 71/100, Loss: 0.03967973915860057
Epoch 72/100, Loss: 0.03993708570487797
Epoch 73/100, Loss: 0.03984423982910812
Epoch 74/100, Loss: 0.04008019040338695
Epoch 75/100, Loss: 0.03963444894179702
Epoch 76/100, Loss: 0.03827993385493755
Epoch 77/100, Loss: 0.038310853065922856
Epoch 78/100, Loss: 0.040472026681527495
Epoch 79/100, Loss: 0.03939141449518502
Epoch 80/100, Loss: 0.03845583903603256
Epoch 81/100, Loss: 0.03990126773715019
Epoch 82/100, Loss: 0.03885002061724663
Epoch 83/100, Loss: 0.039950075559318066
Epoch 84/100, Loss: 0.03754294873215258
Epoch 85/100, Loss: 0.04101249668747187
Epoch 86/100, Loss: 0.03922525676898658
Epoch 87/100, Loss: 0.04035221552476287
Epoch 88/100, Loss: 0.03963109548203647
Epoch 89/100, Loss: 0.03869266156107187
Epoch 90/100, Loss: 0.0391477991361171
Epoch 91/100, Loss: 0.04119261773303151
Epoch 92/100, Loss: 0.03888841485604644
Epoch 93/100, Loss: 0.03978154272772372
Epoch 94/100, Loss: 0.04074005386792123
Epoch 95/100, Loss: 0.03923454997129738
Epoch 96/100, Loss: 0.039534976007416844
Epoch 97/100, Loss: 0.03985511674545705
Epoch 98/100, Loss: 0.04084839904680848
Epoch 99/100, Loss: 0.04031986836344004
Epoch 100/100, Loss: 0.03967107133939862
