/home/mmuhleth/discrete_diffusion_graph/utils/graphs.py:128: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  loss_matrix = loss_matrix * (1-2*torch.tensor(sigma_list).unsqueeze(-1).unsqueeze(-2).expand(grad_log_q_noise_list.size(0),grad_log_q_noise_list.size(1),grad_log_q_noise_list.size(2)).to(device)+1.0/len(sigma_list))
/home/mmuhleth/miniconda3/envs/py38/lib/python3.11/site-packages/torch/optim/lr_scheduler.py:156: UserWarning: The epoch parameter in `scheduler.step()` was not necessary and is being deprecated where possible. Please use `scheduler.step()` to step the scheduler. During the deprecation, if epoch is different from None, the closed form is used instead of the new chainable form, where available. Please open an issue if you are unable to replicate your use case: https://github.com/pytorch/pytorch/issues/new/choose.
  warnings.warn(EPOCH_DEPRECATION_WARNING, UserWarning)
Epoch 1/1000, Loss: 16.73344148695469
Epoch 2/1000, Loss: 20.761946320533752
Epoch 3/1000, Loss: 25.90990900993347
Epoch 4/1000, Loss: 19.35605050623417
Epoch 5/1000, Loss: 17.799129888415337
Epoch 6/1000, Loss: 17.601984679698944
Epoch 7/1000, Loss: 17.024414658546448
Epoch 8/1000, Loss: 16.994469739496708
Epoch 9/1000, Loss: 17.319954305887222
Epoch 10/1000, Loss: 17.560348242521286
Epoch 11/1000, Loss: 16.723081439733505
Epoch 12/1000, Loss: 16.699423596262932
Epoch 13/1000, Loss: 16.705227062106133
Epoch 14/1000, Loss: 16.818340003490448
Epoch 15/1000, Loss: 16.74242590367794
Epoch 16/1000, Loss: 16.451139986515045
Epoch 17/1000, Loss: 16.603677690029144
Epoch 18/1000, Loss: 16.386840507388115
Epoch 19/1000, Loss: 15.908057451248169
Epoch 20/1000, Loss: 16.35101894289255
Epoch 21/1000, Loss: 16.6154672652483
Epoch 22/1000, Loss: 16.091282680630684
Epoch 23/1000, Loss: 16.60402701050043
Epoch 24/1000, Loss: 16.495927959680557
Epoch 25/1000, Loss: 16.34590809047222
Epoch 26/1000, Loss: 15.821411229670048
Epoch 27/1000, Loss: 16.158537223935127
Epoch 28/1000, Loss: 16.143806099891663
Epoch 29/1000, Loss: 16.30777497589588
Epoch 30/1000, Loss: 15.950202822685242
Epoch 31/1000, Loss: 16.60503003001213
Epoch 32/1000, Loss: 16.44015035033226
Epoch 33/1000, Loss: 15.829732820391655
Epoch 34/1000, Loss: 16.164293609559536
Epoch 35/1000, Loss: 16.212139055132866
Epoch 36/1000, Loss: 15.943849012255669
Epoch 37/1000, Loss: 15.802052438259125
Epoch 38/1000, Loss: 16.040096171200275
Epoch 39/1000, Loss: 16.16253999620676
Epoch 40/1000, Loss: 16.08851107954979
